date,high,close,low,open,volume
,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
2024-01-01,646.9000244140625,641.3499755859375,638.0,642.2000122070312,8295548
2024-01-02,648.0,639.4500122070312,633.8499755859375,641.3499755859375,15164482
2024-01-03,648.0,643.4500122070312,635.7999877929688,639.3499755859375,14571772
2024-01-04,646.4000244140625,642.75,638.6500244140625,642.5,13883388
2024-01-05,651.75,641.9500122070312,637.75,645.0,15984585
2024-01-08,645.0,627.0,625.0499877929688,640.0,14739531
2024-01-09,634.3499755859375,625.4000244140625,624.5,632.0,13400235
2024-01-10,625.2999877929688,621.75,618.2000122070312,624.7999877929688,12742464
2024-01-11,627.1500244140625,620.2000122070312,618.5,626.0,15533860
2024-01-12,636.5,633.5999755859375,621.0999755859375,623.7999877929688,16620797
2024-01-15,645.5,640.0999755859375,636.0999755859375,638.9000244140625,16844018
2024-01-16,644.9000244140625,636.9000244140625,633.4500122070312,640.0,15025543
2024-01-17,636.7999877929688,626.0,623.0,624.0,30016308
2024-01-18,633.4500122070312,628.2999877929688,619.0499877929688,625.7999877929688,14695436
2024-01-19,635.5,627.75,624.7000122070312,633.0,11675202
2024-01-23,634.9000244140625,605.0999755859375,600.6500244140625,627.0,30954343
2024-01-24,622.3499755859375,618.2999877929688,603.0999755859375,609.9500122070312,19221835
2024-01-25,623.7999877929688,612.75,606.25,618.5,22684904
2024-01-29,629.5,622.9500122070312,615.5999755859375,619.0,19572140
2024-01-30,633.5,626.75,624.2000122070312,625.4500122070312,16966577
2024-01-31,643.2000122070312,640.5,622.0,626.4000244140625,23270745
2024-02-01,652.9500122070312,647.6500244140625,633.25,642.75,26587707
2024-02-02,660.5499877929688,649.6500244140625,646.7000122070312,652.0,27471811
2024-02-05,654.7999877929688,642.9500122070312,638.75,647.0999755859375,28339525
2024-02-06,655.0,650.25,637.7000122070312,644.4500122070312,14079390
2024-02-07,677.9500122070312,675.25,655.0,655.0499877929688,41696232
2024-02-08,718.9000244140625,699.5499877929688,678.5,680.4000244140625,74222434
2024-02-09,728.3499755859375,725.25,694.2000122070312,703.6500244140625,43235061
2024-02-12,726.0,707.9000244140625,704.5,726.0,22873137
2024-02-13,718.0,713.4500122070312,702.1500244140625,708.5499877929688,23351472
2024-02-14,748.5,743.4000244140625,705.5499877929688,705.5499877929688,36782182
2024-02-15,764.0,761.7000122070312,741.6500244140625,747.7000122070312,33941282
2024-02-16,774.5999755859375,754.7000122070312,753.3499755859375,763.4500122070312,27365121
2024-02-19,765.0,759.25,750.0,758.7000122070312,13979584
2024-02-20,763.5,760.0999755859375,754.0,759.0499877929688,12528399
2024-02-21,777.5,771.5,759.5999755859375,760.6500244140625,21465311
2024-02-22,773.0,765.9000244140625,757.0,773.0,18799244
2024-02-23,770.5,759.0499877929688,755.0,765.9000244140625,14143636
2024-02-26,766.3499755859375,758.9000244140625,752.7000122070312,755.0,11355186
2024-02-27,762.3499755859375,749.8499755859375,742.2000122070312,758.9000244140625,13969393
2024-02-28,756.75,742.5,741.0,749.8499755859375,11263318
2024-02-29,753.9000244140625,748.0999755859375,737.1500244140625,743.9000244140625,19217113
2024-03-01,772.0,769.1500244140625,751.9500122070312,752.0,17348526
2024-03-04,777.0,772.0499877929688,769.0,774.4000244140625,9789141
2024-03-05,786.9500122070312,783.9500122070312,769.0999755859375,769.5,18088847
2024-03-06,790.2999877929688,783.9000244140625,772.9000244140625,783.6500244140625,26710525
2024-03-07,793.4000244140625,788.0499877929688,783.0,790.0,15497868
2024-03-11,792.7999877929688,773.7000122070312,770.5499877929688,790.0,16778340
2024-03-12,777.75,759.7000122070312,757.3499755859375,770.0,21529705
2024-03-13,763.7000122070312,747.25,743.0,758.6500244140625,27950252
2024-03-14,750.7999877929688,741.0499877929688,734.0499877929688,749.9000244140625,19730882
2024-03-15,746.5499877929688,731.9000244140625,723.0,739.25,29792241
2024-03-18,737.9000244140625,730.9500122070312,722.0999755859375,727.0999755859375,18145126
2024-03-19,734.3499755859375,723.7999877929688,721.1500244140625,730.0,15205043
2024-03-20,738.9500122070312,736.25,719.7999877929688,725.1500244140625,25405455
2024-03-21,750.5999755859375,744.2999877929688,740.5499877929688,742.0,15161161
2024-03-22,748.7999877929688,746.7000122070312,741.4000244140625,743.8499755859375,15535921
2024-03-26,747.8499755859375,740.0499877929688,738.5,743.0499877929688,14678342
2024-03-27,745.8499755859375,733.2999877929688,730.2000122070312,743.0,30088789
2024-03-28,759.5499877929688,752.3499755859375,736.9000244140625,737.75,21705116
2024-04-01,761.5,758.2999877929688,752.0999755859375,759.0499877929688,9949971
2024-04-02,768.75,766.4000244140625,753.3499755859375,758.2000122070312,15713063
2024-04-03,772.5999755859375,771.0499877929688,760.1500244140625,764.9000244140625,19136981
2024-04-04,775.2999877929688,759.2999877929688,758.0999755859375,775.0,15889530
2024-04-05,767.7000122070312,764.75,752.5999755859375,757.9500122070312,9939620
2024-04-08,770.0,768.2999877929688,761.7999877929688,766.0499877929688,9797174
2024-04-09,772.4500122070312,764.2000122070312,761.0999755859375,768.4500122070312,7465892
2024-04-10,780.7000122070312,779.0499877929688,763.6500244140625,766.5,14530669
2024-04-12,779.5,766.2999877929688,764.7999877929688,777.25,14408722
2024-04-15,763.2999877929688,757.5,748.75,759.7999877929688,11356572
2024-04-16,754.9000244140625,751.7000122070312,744.4000244140625,751.25,13338991
2024-04-18,759.9500122070312,744.7999877929688,742.0,752.0499877929688,14589648
2024-04-19,752.0,750.4500122070312,732.0499877929688,734.5,10886554
2024-04-22,769.0,766.0999755859375,750.4500122070312,754.1500244140625,17452186
2024-04-23,777.7000122070312,773.0,765.5499877929688,770.3499755859375,12292429
2024-04-24,778.5,773.0999755859375,770.2000122070312,778.5,7842615
2024-04-25,814.4000244140625,812.7000122070312,769.6500244140625,770.6500244140625,36732974
2024-04-26,816.9000244140625,801.2999877929688,798.9000244140625,815.9000244140625,14964358
2024-04-29,831.25,826.5,798.7000122070312,807.0,27302732
2024-04-30,834.8499755859375,826.25,819.9000244140625,826.5,27449073
2024-05-02,833.9000244140625,830.0499877929688,825.0,826.9000244140625,19943724
